PubMed_IDs_FP,PMC_IDs_FP
"38260375, 38257743, 38254719, 38249300, 38244748, 38239974, 38228858, 38225365, 38223743, 38221914, 38218209, 38215158, 38204789, 38193726, 38190086, 38188633, 38188304, 38187621, 38180085, 38178138, 38259440, 38259062, 38257981, 38257834, 38257827, 38257809, 38257774, 38257761, 38257748, 38257727, 38254816, 38252473, 38251379, 38250866, 38249470, 38248100, 38245116, 38244225, 38242053, 38239099, 38257809, 38257759, 38246037, 38243141, 38242374, 38242284, 38242059, 38236791, 38236006, 38235617, 38235135, 38230952, 38228670, 38226976, 38226175, 38225365, 38223489, 38223432, 38222948, 38219683, 38258680, 38242374, 38238807, 38229040, 38219759, 38216563, 38211599, 38190404, 38184005, 38182705, 38170993, 38166733, 38165923, 38151591, 38140590, 38128044, 38127359, 38112157, 38104361, 38101407, 38259435, 38258595, 38257818, 38257808, 38257797, 38257794, 38257750, 38256787, 38251367, 38245527, 38244614, 38244395, 38244266, 38243270, 38242053, 38241834, 38241476, 38241259, 38240590, 38240571","10803089, 10802962, 10802846, 10802690, 10802459, 10802325, 10802257, 10802148, 10802120, 10802090, 10801990, 10801986, 10801845, 10801742, 10801670, 10801647, 10801599, 10801449, 10801432, 10801261, 10803166, 10802749, 10801024, 10800880, 10800726, 10800451, 10800077, 10799763, 10799627, 10799563, 10799425, 10798961, 10798368, 10797736, 10797706, 10797383, 10796786, 10794694, 10794567, 10794540"
"34126112, 32566099, 32066788, 29756138, 22723415, 19632289, 17910967, 10198321, 34885050, 38255317, 38251657, 38242989, 38239248, 38202141, 38193866, 38191437, 38190579, 38186453, 38179750, 38146608, 38108390, 38108373, 38066805, 38029034, 38001907, 38001742, 37916344, 37907018, 37893479, 37515543, 34885050, 34269112, 33208031, 38258804, 38251590, 38247098, 38247095, 38247094, 38243929, 38236405, 38232410, 38228884, 38222251, 38221567, 38220193, 38218351, 38200410, 38192674, 38191939, 38188065, 38186393, 38184460, 38183594","10803066, 10802131, 10802127, 10802023, 10798825, 10798074, 10797833, 10797323, 10796969, 10796320, 10795746, 10795729, 10795596, 10795452, 10795309, 10795262, 10794698, 10794377, 10794275, 10794153, 10803158, 10802811, 10801916, 10801309, 10801237, 10801197, 10801125, 10801115, 10800988, 10800984, 10800550, 10800208, 10799986, 10799790, 10799664, 10799390, 10798787, 10798563, 10797952, 10797687"
"38261095, 38261068, 38261023, 38260874, 38260681, 38260451, 38259074, 38258910, 38258877, 38258027, 38258017, 38258013, 38257981, 38257966, 38257941, 38257876, 38257875, 38257869, 38257865, 38257342, 37362942, 37073345, 37073345, 37073345, 37073345","10798497, 10789938, 10786726, 10784521, 10782848, 10781858, 10438745, 10414832, 10389974, 10379955, 10355740, 10778737, 10774906, 10769322, 10766673, 10764424, 8713632, 8655182, 10757470, 10751859"
"34339295, 37768061, 37330837, 37316087, 37067418, 37056707, 36894875, 36792880, 36701951, 36557756, 36504816, 36309437, 36276476, 35372114, 35341314, 35112431, 35096651, 34935430, 34817761, 34700184, 34626217, 38257905, 38257241, 38228017, 38215523, 38213508, 38201091, 38152121, 38143857, 38084272, 38055827, 38047707, 38006983, 37968407, 37954098, 37929338, 37924150, 37923857, 37882845, 37833514, 37806363, 34339295, 27496726, 25408252, 21640583, 23437527, 15158396, 8552633","10695819, 10531437, 10518646, 10436604, 10412847, 10620864, 10036052, 9941534, 9868864, 9809056, 9805014, 9764256, 9860967, 9843305, 9597228, 9475032, 9460100, 9382244, 9322646, 9216733, 10803166, 10802967, 10802918, 10802857, 10802846, 10802224, 10802203, 10802164, 10802158, 10802131, 10802047, 10802004, 10801956, 10801837, 10801732, 10801647, 10801589, 10801584, 10801557, 10801544"
"38247597, 38214280, 38166791, 38140671, 38108591, 38104493, 38098135, 38068846, 38059605, 38043216, 38030982, 38017392, 38004821, 37983240, 37926348, 37917135, 37903806, 37896796, 37892359, 37889152, 38261090, 38239362, 38218319, 38189339, 38182626, 38172339, 38172281, 38171167, 38168034, 38165179, 38164399, 38159728, 38155157, 38151924, 38145055, 38133229, 38132864, 38129103, 38124735, 38123984, 37723166, 37553336, 37526424, 37394428, 35640610, 35612285, 35190251, 35051369, 34995484, 34992297, 34825215, 34745100, 34715074, 34646271, 34646255, 34544812, 34388237, 34262212, 34182271, 34179836","10803179, 10803173, 10803170, 10803169, 10803167, 10803166, 10803164, 10803125, 10803104, 10803042, 10803031, 10802996, 10802943, 10802930, 10802927, 10802922, 10802918, 10802907, 10802878, 10802873, 10802400, 10801350, 10801346, 10801111, 10800310, 10800275, 10800230, 10800196, 10800091, 10800089, 10799925, 10799607, 10798867, 10798865, 10798862, 10798861, 10798370, 10797652, 10797570, 10797569"
"38084034, 37967555, 37872876, 37621247, 37267862, 37119914, 37032862, 36674937, 36349783, 36075181, 35993118, 35909674, 35576902, 35185872, 34490139, 34395490, 34392792, 34203196, 33931271, 32810865","10789775, 10778975, 10776347, 10774883, 10760510, 10757721, 10734084, 10731827, 10730108, 10686173, 10710498, 10705419, 10694557, 10690996, 10795835, 10795195, 10790277, 10770617, 10765588, 10764509, 10790497, 10789151, 10786404, 10779047, 10778651, 10778503, 10778179, 10773537, 10766175, 10761154, 10757668, 10744089, 10741936, 10740643, 10740000, 10731045, 10727115, 10724393, 10723814, 10721317"
"34099917, 38257819, 38252220, 38250940, 38249123, 38247842, 38246987, 38246200, 38245915, 38243760, 38234838, 38234370, 38233686, 38232539, 38231166, 38226682, 38219844, 38215654, 38203434, 38195686, 38189894, 38261034, 38259497, 38257833, 38257819, 38251955, 38251887, 38249123, 38247842, 38247113, 38245915, 38245759, 38244527, 38243672, 38243312, 38239560, 38238790, 38237804, 38237381, 38234795, 38233951, 37945503, 37662932, 37063908, 36717913, 36516855, 36449599, 36153630, 34489558, 34099917, 32949467, 32929273, 32456359, 32400866, 31982447, 31649664, 31257468, 30542347, 27751964, 24692851, 24302539, 38193859, 38189779, 38168677, 38057803, 38051295, 38043051, 37716077, 37684239, 37611176, 37322122, 37292191, 37236326, 37158962, 37143680, 37133870, 36814918, 36690687, 36516855, 36460677, 36361868, 38232171, 38168955, 38141419, 38090571, 37992649, 37968302, 37762093, 37738462, 37679549, 37662951, 37662932, 37593098, 37572797, 37545384, 37534876, 37533580, 37491735, 37402742, 37392736, 37386390, 38233491, 38215193, 38214685, 38204987, 38199298, 38185757, 38169544, 38167328, 38164999, 38163006, 38153903, 38151510, 38150880, 38141168, 38110714, 38092919, 38092913, 38077333, 38057799, 38055798, 38260616, 38249123, 38248238, 38248227, 38243760, 38234370, 38215654, 38179776, 38165297, 38149648, 38139072, 38105775, 38064102, 38022591, 37995076, 37989894, 37957728, 37943848, 37886003, 37882753","10803162, 10801906, 10801814, 10801670, 10801385, 10801245, 10801200, 10801111, 10801044, 10801022, 10800916, 10800802, 10800605, 10800374, 10800366, 10800300, 10799902, 10799778, 10793722, 10799404"
"38261396, 38261367, 38261364, 38261261, 38261251, 38261240, 38261068, 38260911, 38260894, 38260873, 38260847, 38260802, 38260714, 38260712, 38260644, 38260576, 38260209, 38260193, 38260171, 38260150, 38260472, 38260306, 38260270, 38258518, 38258347, 38258156, 38258048, 38256480, 38256192, 38256166, 38256139, 38256096, 38256087, 38256066, 38255960, 38255939, 38255775, 38254715, 38254695, 38253956, 38261243, 38261164, 38261125, 38261065, 38260601, 38260233, 38260014, 38259816, 38259714, 38259708, 38259699, 38259691, 38259681, 38259679, 38259676, 38259675, 38259649, 38259260, 38259160, 38259018","10802069, 10801670, 10801309, 10801205, 10800572, 10798375, 10797975, 10797788, 10797657, 10797654, 10797323, 10796949, 10796516, 10795891, 10795128, 10794672, 10794638, 10794324, 10793876, 10792654, 10802069, 10801996, 10801660, 10801599, 10801200, 10801034, 10801022, 10800846, 10800657, 10799955, 10799884, 10799778, 10799597, 10798878, 10798865, 10798712, 10798361, 10798037, 10797890, 10797776"
"34431719, 33927045, 31998276, 31396223","10800207, 10799122, 10797890, 10797792, 10794705, 10791622, 10790651, 10778654, 10777565, 10773790, 10770713, 10768885, 10768369, 10766395, 10764424, 10760300, 10756279, 10753268, 10746218, 10745291, 10800846, 10800207, 10799929, 10799726, 10799534, 10799530, 10799412, 10799374, 10798986, 10798900, 10798513, 10798365, 10797064, 10797006, 10794705, 10794284, 10794237, 10794206, 10793937, 10792359"
"38260696, 38260577, 38260498, 38260479, 38260262, 38259919, 38259450, 38259175, 38258908, 38257903, 38256274, 38256115, 38255756, 38255163, 38254955, 38254933, 38254924, 38254911, 38254834, 38254536, 37627638","10801642, 10801615, 10800968, 10800960, 10800824, 10800820, 10800401, 10800374, 10799433, 10799199, 10799143, 10798966, 10798721, 10798368, 10797188, 10797108, 10796758, 10796403, 10795830, 10795602"
"38260385, 38259290, 38258066, 38256932, 38255255, 38254216, 38252934, 38246208, 38242891, 38239634, 38237741, 38237172, 38230788, 38225560, 38219877, 38219867, 38216399, 38214772, 38213142, 38204493, 38260385, 38259290, 38258066, 38256932, 38255255, 38254216, 38252934, 38246208, 38242891, 38239634, 38237741, 38237172, 38230788, 38225560, 38219877, 38219867, 38216399, 38214772, 38213142, 38204493","10802203, 10801221, 10800916, 10800327, 10799500, 10798721, 10798565, 10798135, 10797674, 10797146, 10796827, 10796816, 10796354, 10795602, 10795359, 10795262, 10794945, 10794778, 10794736, 10794616"
"38260893, 38260676, 38260660, 38260647, 38260620, 38260617, 38260586, 38260583, 38260582, 38260556, 38260505, 38260502, 38260498, 38260496, 38260478, 38260472, 38260471, 38260457, 38260432, 38260392, 38257979, 38245921, 38245596, 38237736, 38231728, 38214113, 38213303, 38211535, 38201957, 38196911, 38189321, 38188160, 38151632, 38147133, 38141354, 38138056, 38137237, 38112441, 38111221, 38110613, 38251051, 38236467, 38227686, 38225281, 38218945, 38216638, 38200409, 38193818, 38192976, 38180080, 38172611, 38150455, 38137009, 38134633, 38126997, 38113334, 38113333, 38113258, 38109551, 38102112","10803162, 10802683, 10802158, 10801856, 10801604, 10800916, 10800310, 10799726, 10799464, 10799412, 10799341, 10799292, 10798763, 10797078, 10797056, 10796650, 10796640, 10796354, 10796184, 10795738"
"38261369, 38261251, 38261247, 38261209, 38260951, 38260787, 38260335, 38260171, 38260169, 38260156, 38260153, 38260146, 38260129, 38259955, 38259859, 38259826, 38259760, 38259463, 38259322, 38259227, 21993625, 12064375, 9063711, 8761606, 8237444, 1978998, 5490934, 38261263, 38260883, 38260564, 38260197, 38259958, 38259104, 38259081, 38259075, 38258025, 38257988, 38257987, 38257986, 38257974, 38257969, 38257846, 38257834, 38257809, 38256358, 38255883, 38254416","10803166, 10803068, 10802912, 10802857, 10802846, 10802827, 10802793, 10802683, 10802431, 10802212, 10802208, 10802180, 10802164, 10802151, 10802141, 10802131, 10802047, 10802021, 10802000, 10801958"
"38257844, 38256358, 38255886, 38255826, 38255331, 38253964, 38249787, 38249336, 38249142, 38248274, 38248079, 38247977, 38245721, 38245493, 38245131, 38241643, 38241279, 38239418, 38238868, 38237218, 38257844, 38256358, 38255886, 38255826, 38255331, 38253964, 38249787, 38249336, 38249142, 38248274, 38248079, 38247977, 38245721, 38245493, 38245131, 38241643, 38241279, 38239418, 38238868, 38237218","10802828, 10802577, 10802225, 10802212, 10802180, 10802127, 10802069, 10802055, 10802011, 10801998, 10801906, 10801902, 10801845, 10801737, 10801714, 10801670, 10801309, 10801267, 10801263, 10801249"
"38257844, 38256358, 38255886, 38255826, 38255331, 38253964, 38249787, 38249336, 38249142, 38248274, 38248079, 38247977, 38245721, 38245493, 38245131, 38241643, 38241279, 38239418, 38238868, 38237218","10802228, 10802171, 10801496, 10800778, 10799925, 10799778, 10797776, 10797485, 10797108, 10795258, 10793675, 10793303, 10793280, 10793274, 10790817, 10790784, 10787657, 10786678, 10783111, 10783031, 10802228, 10799374, 10797776, 10794237, 10782949, 10779485, 10778767, 10772200, 10771991, 10770074, 10766818, 10766395, 10763231, 10758498, 10757094, 10755466, 10745772, 10745150, 10745069, 10740415, 10803130, 10802947, 10802856, 10802798, 10802724, 10802683, 10802577, 10802562, 10802431, 10802316, 10802212, 10802122, 10802103, 10802089, 10802077, 10802069, 10802055, 10801998, 10801926, 10801906"
"38260626, 38260602, 38260149, 38258000, 38257143, 38255993, 38255744, 38254664, 38254456, 38254437, 38254385, 38251655, 38250717, 38248861, 38246557, 38243991, 38242883, 38240338, 38238100, 38236933","10802969, 10800916, 10800874, 10800826, 10800605, 10800578, 10799142, 10798513, 10798156, 10798037, 10797776, 10797616, 10797485, 10797076, 10797042, 10797024, 10796445, 10795475, 10795464, 10795258, 10803166, 10803162, 10803071, 10803070, 10803068, 10802967, 10802857, 10802846, 10802810, 10802793, 10802683, 10802212, 10802208, 10802180, 10802164, 10802117, 10802103, 10802047, 10802021, 10802000"
"38261090, 38260626, 38260602, 38260149, 38258000, 38257996, 38257143, 38255993, 38255944, 38255744, 38254664, 38254437, 38254385, 38251655, 38250937, 38250717, 38248861, 38248846, 38247003, 38246557","10801417, 10799726, 10799122, 10797485, 10795318, 10794784, 10792199, 10791622, 10790651, 10790632, 10790441, 10785759, 10784701, 10783093, 10781878, 10778316, 10776791, 10776227, 10773090, 10771300"
"38261044, 38261005, 38259977, 38259698, 38259689, 38259413, 38259374, 38259082, 38258722, 38257154, 38256679, 38256593, 38256557, 38256491, 38256419, 38256377, 38256365, 38256350, 38256325, 38256252","10803162, 10802926, 10802798, 10802683, 10802158, 10801873, 10801814, 10801670, 10801604, 10801555, 10801499, 10801329, 10801263, 10801048, 10801044, 10801034, 10801022, 10800916, 10800846, 10800605, 10801814, 10801417, 10801044, 10800840, 10800298, 10800207, 10793722, 10799726, 10799530, 10799412, 10798365, 10797890, 10797776, 10797080, 10796427, 10794784, 10794705, 10794557, 10794284, 10794208"
"38260626, 38260602, 38260149, 38258000, 38255993, 38255744, 38254664, 38254456, 38254437, 38251655, 38248861, 38246557, 38243991, 38242883, 38240338, 38238100, 38236933, 38235602, 38233647, 38231752, 38261304, 38261160, 38260814, 38260811, 38260681, 38260644, 38260556, 38260498, 38260237, 38260149, 38260124, 38260101, 38259923, 38259919, 38259913, 38259870, 38259617, 38259478, 38259473, 38259271, 38261263, 38260883, 38260564, 38260197, 38259958, 38259104, 38259081, 38259075, 38258025, 38257988, 38257987, 38257986, 38257974, 38257969, 38257846, 38257834, 38257809, 38256358, 38255883, 38254416","10802749, 10802180, 10801156, 10801052, 10801044, 10801024, 10800968, 10800824, 10800726, 10800548, 10800451, 10800390, 10800198, 10800077, 10799763, 10799627, 10799411, 10799372, 10799058, 10798963, 10802180, 10801940, 10801633, 10801581, 10801237, 10801156, 10801024, 10801020, 10800995, 10800990, 10800986, 10800968, 10800934, 10800928, 10800918, 10800824, 10800820, 10800455, 10800451, 10800405"
"38256021, 38253527, 38251231, 38243602, 38243295, 38239354, 38238848, 38238298, 38235893, 38235792, 38233602, 38231281, 38229084, 38227268, 38220437, 38219860, 38214770, 38213162, 38203523, 38203469","10802924, 10802668, 10802082, 10801992, 10801440, 10800922, 10800399, 10799263, 10799142, 10798535, 10796943, 10796693, 10796020, 10795861, 10795629, 10795328, 10795020, 10794769, 10794618, 8772404"
"37383139, 36677061, 36159425, 35762179, 35587262, 35463722, 35276075, 34684433, 34476755, 34472649, 33673069, 33204185, 32606938, 30753327, 29255770, 28723278, 27106356, 26925600, 25484071, 25137575","10803070, 10802843, 10802810, 10802573, 10802208, 10802129, 10802000, 10801732, 10801708, 10801642, 10801599, 10801004, 10800976, 10800968, 10800908, 10800824, 10800820, 10800782, 10800748, 10800726"
"38260325, 38253527, 38237984, 38232128, 38228690, 38228552, 38216565, 38197629, 38194477, 38191794, 38190406, 38187191, 38185222, 38182800, 38177117, 38176614, 38176419, 38172511, 38170494, 38161589","10803185, 10802810, 10801599, 10801240, 10800892, 10800376, 10798397, 10797541, 10797329, 10796664, 10794347, 10794242, 10793385, 10792063, 10790315, 10789168, 10787583, 10787278, 10786330, 10786053, 10779635, 10770843, 10761203, 10740584, 10740468, 10706114, 10698811, 10695944, 10691071, 10784854, 10774587, 10677694, 10615587, 10606829, 10602672, 10589377, 10567564, 10559009, 10509995, 10510307, 10173249, 10167934, 10035982, 9971977, 9860303, 7771198, 9759349, 7778149, 9758002, 9484563, 9454102, 9389360, 9009260, 8741291, 8974695, 8671611, 9112072, 8630702, 8462437, 8471597, 10779635, 10770843, 10761203, 10740584, 10740468, 10706114, 10698811, 10695944, 10691071, 10784854, 10774587, 10677694, 10615587, 10606829, 10602672, 10589377, 10567564, 10559009, 10509995, 10510307, 10173249, 10167934, 9971977, 9860303, 9853002, 7778149, 9758002, 9484563, 9454102, 9138178, 9009260, 8974695, 8671611, 8630702, 8462437, 8471597, 8489568, 8271808, 8619793, 8395706"
"38259279, 38258322, 38257396, 38257077, 38256307, 38255873, 38255833, 38255802, 38254294, 38254051, 38253137, 38253024, 38252352, 38252300, 38251162, 38251006, 38249526, 38248457, 38248349, 38248227","10799597, 10795355, 10794237, 10793145, 10785534, 10784798, 10782214, 10780945, 10780540, 10775969, 10765587, 10764480, 10753866, 10752988, 10747421, 10745958, 10745134, 10745050, 10745028, 10743498, 10803031, 10802858, 10802856, 10802768, 10802187, 10802084, 10802065, 10801572, 10801501, 10801463, 10801290, 10801281, 10800487, 10800011, 10799949, 10799333, 10798900, 10798899, 10798256, 10798254"
"38260903, 38260690, 38260656, 38260563, 38260205, 38259958, 38258028, 38257951, 38257919, 38257879, 38257877, 38257828, 38257807, 38257788, 38257762, 38254473, 38254357, 38254354, 38254168, 38252736","10202352, 8678279, 8536098, 6464943, 10802776, 10802668, 10800824, 10799778, 10799763, 10798718, 10798563, 10797776, 10797691, 10797126, 10795700, 10794775, 10794658, 10794575, 10794567, 10793686, 10793291, 10793205, 10792489, 10792400"
"38258052, 38255949, 38253205, 38253189, 38250929, 38249555, 38248039, 38247999, 38247864, 38247218, 38244728, 38244613, 38243174, 38243020, 38241278, 38240686, 38239615, 38239138, 38235556, 38233858","10795309, 10778752, 10778450, 10773907, 10758146, 10747082, 10743423, 10718285, 10713406, 10711144, 10706693, 10706449, 10796536, 10779805, 10746446, 10743743, 10743160, 10741690, 10718445, 10711241, 10794557, 10675043, 10470868, 10507020, 10433977, 10305517, 10005057, 9980611, 9961083, 9942572, 10179357, 10146858, 10062696, 10060968, 10014078, 9942837, 9863213, 9815714, 9737809, 9063094, 10800916, 10800778, 10800157, 10799902, 10799778, 10799597, 10798900, 10798361, 10797776, 10797616, 10795834, 10795779, 10794784, 10794557, 10794469, 10792633, 10792067, 10792057, 10790698, 10787489"
"38261263, 38260892, 38260883, 38260564, 38260425, 38260404, 38260309, 38260197, 38259958, 38259673, 38259104, 38259099, 38259081, 38259075, 38259074, 38258025, 38258021, 38257988, 38257987, 38257986","10763947, 10743746, 10729762, 10746215, 10734468, 10662143, 10521354, 10458427, 10434160, 10433963, 10433868, 10364312, 10277598, 10265600, 10100756, 10081199, 9998046, 9927464, 9836087, 9813417, 10763947, 10743746, 10734416, 10662143, 10458427, 10434160, 10433963, 10433868, 10203365, 10172325, 10100756, 9998046, 9927453, 10102598, 10039899, 9858301, 9665402, 9491525, 9504724, 9369223"
"38261295, 38261253, 38261247, 38260884, 38260869, 38260812, 38260810, 38260709, 38260707, 38260706, 38260688, 38260669, 38260655, 38260637, 38260625, 38260622, 38260613, 38260608, 38260607, 38260601","10802508, 10734528, 10708961, 10765533, 10746202, 10714817, 10653842, 10610783, 10582251, 10557681, 10551183, 10470527, 10462825, 10433843, 10669383, 10650705, 10295080, 10228716, 10221265, 10621956"
"38256226, 38253202, 38245444, 38243049, 38241809, 38239710, 38237848, 38236410, 38230786, 38230565, 38226525, 38224486, 38224119, 38221608, 38219879, 38218855, 38216068, 38215666, 38204734, 38203705, 38261392, 38261384, 38261349, 38261265, 38261250, 38261135, 38261034, 38260964, 38260915, 38260698, 38260661, 38260568, 38260476, 38260401, 38260352, 38260320, 38260314, 38260305, 38260299, 38260290","10799778, 10792633, 10791986, 10773723, 10754983, 10740752, 10716308, 10715246, 10705773, 10703043, 10801522, 10800223, 10772138, 10767166, 10761908, 10757967, 10746243, 10745813, 10743450, 10734691, 10802811, 10802158, 10802017, 10801670, 10801451, 10801198, 10801080, 10800966, 10800962, 10800940, 10800934, 10800116, 10800075, 10800029, 10799621, 10799411, 10798930, 10798712, 10798087, 10797973"
"38260318, 38251799, 38251777, 38238582, 38234756, 38232374, 38230434, 38225104, 38212641, 38206848, 38200117, 38194342, 38192631, 38186746, 38186745, 38186666, 38185642, 38179056, 38172724, 38167908, 38051487, 37989240, 37507568, 37365365, 36804608, 36126658, 35907082, 35838341, 35548047, 35475000, 35351173, 35278181, 34295327, 33721760, 33270326, 32974824, 32166581, 31448421, 31394518, 31359303","10801714, 10800934, 10800828, 10799367, 10797654, 10796581, 10796561, 10796490, 10794929, 10794688, 10794662, 10794638, 10793818, 10792763, 10792063, 10790450, 10789836, 10788812, 10787109, 10786702, 10780434, 10675928, 10100940, 9630232, 9340992, 9437120, 9374048, 9152137, 9131011, 9105997, 9036178, 9247847, 8618843, 8228232, 7551214, 6787566, 7169345, 5974413, 7159391, 4669991, 10803068, 10802952, 10802846, 10802477, 10802437, 10802422, 10802257, 10802212, 10802205, 10802180, 10802164, 10801958, 10801902, 10801845, 10801843, 10801810, 10801734, 10801714, 10801649, 10801647"
"38260844, 38260482, 38260436, 38259948, 38259665, 38259625, 38259087, 38257925, 38257573, 38255686, 38254973, 38254963, 38254959, 38254099, 38253649, 38253562, 38253539, 38251837, 38249912, 38249062","10802918, 10802103, 10801956, 10801940, 10801502, 10801084, 10800968, 10800824, 10800767, 10800661, 10800548, 10800505, 10800463, 10800390, 10800374, 10800370, 10800289, 10800207, 10800116, 10800063, 10758498, 10704251, 10664500, 10620094, 10600957, 10544547, 10484231, 10316111, 10306241, 10493895, 10471515, 10185446, 10177356, 9969057, 10200802, 10162992, 10113558, 10028056, 9844952, 9861059, 10799776, 10798254, 10794456, 10794142, 10793677, 10790660, 10787373, 10786937, 10782385, 10781793, 10781743, 10778954, 10778438, 10774906, 10774142, 10773171, 10771787, 10771477, 10767140, 10764437"
"38257339, 38256142, 38252504, 38250813, 38244040, 38239269, 38238154, 38225892, 38222574, 38222317, 38219808, 38218845, 38204279, 38200616, 38198045, 38189371, 38189350, 38167844, 38157853, 38153371","10799675, 10798956, 10794718, 10792175, 10791726, 10791040, 10789968, 10789930, 10789770, 10788349, 10786872, 10784681, 10781953, 10778551, 10778329, 10777995, 10777914, 10776586, 10776560, 10774883, 10801542, 10800936, 10800207, 10800054, 10796970, 10795365, 10795262, 10795160, 10794848, 10794845, 10794815, 10794785, 10794781, 10794571, 10794142, 10789799, 10789022, 10787194, 10787077, 10787016, 10801542, 10794848, 10794567, 10794540, 10794148, 10794142, 10792648, 10791977, 10789799, 10789753, 10789751, 10789022, 10786885, 10786688, 10783989, 10782923, 10782903, 10782702, 10781419, 10779007"
"38258024, 38257938, 38255710, 38248826, 38247810, 38244302, 38237983, 38231241, 38223252, 38212261, 38203444, 38180326, 38179905, 38166673, 38161698, 38156680, 38153623, 38140308, 38115672, 38107249, 38261031, 38260883, 38260690, 38260645, 38260642, 38260510, 38260425, 38260415, 38259683, 38259099, 38259033, 38258777, 38258084, 38257985, 38257944, 38257923, 38257809, 38257793, 38257758, 38257721","10533586, 10532864, 10532730, 10532456, 10532318, 10532202, 10531186, 10526815, 10525097, 10522932, 10522769, 10521369, 10521059, 10520331, 10516970, 10512742, 10512374, 10512290, 10512232, 10511875, 10800207, 10760059, 10754638, 10799562, 10758492, 10749662, 10730188, 10673567, 10620799, 10617678, 10617388, 10604849, 10598944, 10582034, 10581245, 10515965, 10499762, 10459661, 10654231, 10264219"
"38260699, 38260375, 38260291, 38257830, 38257825, 38257721, 38248984, 38246564, 38245515, 38244748, 38240589, 38225547, 38217415, 38203811, 38203382, 38200316, 38199140, 38198069, 38197885, 38197632, 38260913, 38260893, 38260883, 38260876, 38260770, 38260518, 38260415, 38260390, 38260310, 38260268, 38259490, 38259189, 38259160, 38258383, 38258036, 38258023, 38257994, 38257886, 38257438, 38256777","10802577, 10801670, 10801044, 10801034, 10800990, 10800934, 10800916, 10800680, 10800607, 10800605, 10800185, 10799807, 10799627, 10799425, 10799372, 10799341, 10799130, 10799058, 10799034, 10798368, 10803162, 10802069, 10801996, 10800846, 10799902, 10799597, 10799412, 10798513, 10798156, 10798037, 10797064, 10797006, 10795258, 10794505, 10794284, 10794237, 10794206, 10791042, 10790785, 10789680"
"38257748, 38248688, 38248160, 38247877, 38245794, 38245791, 38243179, 38243140, 38241314, 38240712, 38238771, 38238326, 38237382, 38237235, 38236750, 38234381, 38233858, 38232878, 38232436, 38231935","10802852, 10802846, 10802683, 10802224, 10801940, 10801809, 10801596, 10801516, 10801496, 10801451, 10801191, 10801121, 10800968, 10800962, 10800934, 10800824, 10800816, 10800812, 10800720, 10800690, 10803104, 10800832, 10800236, 10800217, 10799838, 10798763, 10797788, 10796960, 10796726, 10796533, 10794600, 10794398, 10794341, 8772428, 10794047, 10791733, 10790445, 10789959, 10789158, 10788579, 10798113, 10777159, 10771615, 10763495, 10748508, 10720633, 10718572, 10691057, 10800255, 10794554, 10770342, 10766025, 10764357, 10761671, 10749811, 10741404, 10739948, 10721328, 10709479, 10700414, 10802967, 10802224, 10802208, 10802203, 10802158, 10802141, 10802047, 10802000, 10801940, 10801584, 10801533, 10801520, 10801495, 10801191, 10800936, 10800922, 10800880, 10800828, 10800816, 10800370"
"38259271, 38255158, 38253248, 38249526, 38247246, 38246885, 38243946, 38243218, 38239957, 38237377, 38236306, 38230793, 38229259, 38228471, 38228229, 38227616, 38224264, 38223805, 38223000, 38222816","10794540, 10785015, 10783385, 10782955, 10781698, 10781648, 10772946, 10766654, 10766425, 10766399, 10762000, 10750282, 10755667, 10753046, 10747027, 10735089, 10731304, 10725953, 10716256, 10714731, 10802151, 10801633, 10801557, 10801555, 10801162, 10800960, 10800944, 10800544, 10800509, 10800505, 10800421, 10800116, 10800063, 10799834, 10799802, 10799433, 10798966, 10798961, 10798368, 10798132, 10794398, 10792792, 10778858, 10777021, 10776198, 10769881, 10769027, 10765598, 10751865, 10752894, 10748125, 10747539, 10742326, 10734419, 10732077, 10726570, 10722372, 10717253, 10717198, 10717015, 10782944, 10751865, 10690155, 10743607, 10705148, 10693314, 10607163, 10592880, 10525366, 10497171, 10441320, 10401791, 10387492, 10376262, 10288639, 10253747, 10214210, 10608137, 10539903, 10523538"
"38261367, 38261003, 38261002, 38260908, 38260888, 38260547, 38260536, 38259795, 38259778, 38259732, 38259425, 38259349, 38259105, 38259104, 38258786, 38257868, 38257783, 38257535, 38255687, 38255360, 38257686, 38257462, 38250018, 38247906, 38247460, 38245897, 38245466, 38243719, 38240506, 38240273, 38239195, 38238891, 38237025, 38232169, 38231901, 38231811, 38230732, 38228452, 38227894, 38226699","10425617, 10187751, 9994491, 8601063, 10521708, 10529014, 10533015, 10532785, 10531636, 10531294, 10530547, 10530377, 10528400, 10528333, 10527591, 10526863, 10526434, 10525919, 10525558, 10523813, 10793199, 10711014, 10799920, 10615368, 10535706, 10621663, 10597815, 10589240, 10522381, 10476795, 10093220, 10092658, 10056005, 9992732, 9959343, 9913703, 10148130, 9798023, 9576740, 9496650"
